Date,Open,High,Low,Close,Volume,Symbol
2020-08-01,0.0,0.0,0.0,0.0,1604789,SHIBUSD
2020-08-02,0.0,0.0,0.0,0.0,193098,SHIBUSD
2020-08-03,0.0,0.0,0.0,0.0,129225,SHIBUSD
2020-08-04,0.0,0.0,0.0,0.0,19717,SHIBUSD
2020-08-05,0.0,0.0,0.0,0.0,26869,SHIBUSD
2020-08-06,0.0,0.0,0.0,0.0,8708,SHIBUSD
2020-08-07,0.0,0.0,0.0,0.0,17529,SHIBUSD
2020-08-08,0.0,0.0,0.0,0.0,13773,SHIBUSD
2020-08-09,0.0,0.0,0.0,0.0,5190,SHIBUSD
2020-08-10,0.0,0.0,0.0,0.0,6105,SHIBUSD
2020-08-11,0.0,0.0,0.0,0.0,2896,SHIBUSD
2020-08-12,0.0,0.0,0.0,0.0,1868,SHIBUSD
2020-08-13,0.0,0.0,0.0,0.0,1723,SHIBUSD
2020-08-14,0.0,0.0,0.0,0.0,3567,SHIBUSD
2020-08-15,0.0,0.0,0.0,0.0,1479,SHIBUSD
2020-08-16,0.0,0.0,0.0,0.0,506,SHIBUSD
2020-08-17,0.0,0.0,0.0,0.0,543,SHIBUSD
2020-08-18,0.0,0.0,0.0,0.0,153,SHIBUSD
2020-08-19,0.0,0.0,0.0,0.0,3411,SHIBUSD
2020-08-20,0.0,0.0,0.0,0.0,2058,SHIBUSD
2020-08-21,0.0,0.0,0.0,0.0,4894,SHIBUSD
2020-08-22,0.0,0.0,0.0,0.0,8019,SHIBUSD
2020-08-23,0.0,0.0,0.0,0.0,763,SHIBUSD
2020-08-24,0.0,0.0,0.0,0.0,32,SHIBUSD
2020-08-25,0.0,0.0,0.0,0.0,377,SHIBUSD
2020-08-26,0.0,0.0,0.0,0.0,595,SHIBUSD
2020-08-27,0.0,0.0,0.0,0.0,2404,SHIBUSD
2020-08-28,0.0,0.0,0.0,0.0,7426,SHIBUSD
2020-08-29,0.0,0.0,0.0,0.0,4191,SHIBUSD
2020-08-30,0.0,0.0,0.0,0.0,40609,SHIBUSD
2020-08-31,0.0,0.0,0.0,0.0,6653,SHIBUSD
2020-09-01,0.0,0.0,0.0,0.0,16378,SHIBUSD
2020-09-02,0.0,0.0,0.0,0.0,61769,SHIBUSD
2020-09-03,0.0,0.0,0.0,0.0,70619,SHIBUSD
2020-09-04,0.0,0.0,0.0,0.0,36623,SHIBUSD
2020-09-05,0.0,0.0,0.0,0.0,12080,SHIBUSD
2020-09-06,0.0,0.0,0.0,0.0,15529,SHIBUSD
2020-09-07,0.0,0.0,0.0,0.0,5673,SHIBUSD
2020-09-08,0.0,0.0,0.0,0.0,4343,SHIBUSD
2020-09-09,0.0,0.0,0.0,0.0,2993,SHIBUSD
2020-09-10,0.0,0.0,0.0,0.0,656,SHIBUSD
2020-09-11,0.0,0.0,0.0,0.0,79,SHIBUSD
2020-09-12,0.0,0.0,0.0,0.0,728,SHIBUSD
2020-09-13,0.0,0.0,0.0,0.0,697,SHIBUSD
2020-09-14,0.0,0.0,0.0,0.0,883,SHIBUSD
2020-09-15,0.0,0.0,0.0,0.0,429,SHIBUSD
2020-09-16,0.0,0.0,0.0,0.0,101,SHIBUSD
2020-09-17,0.0,0.0,0.0,0.0,1301,SHIBUSD
2020-09-18,0.0,0.0,0.0,0.0,290,SHIBUSD
2020-09-19,0.0,0.0,0.0,0.0,3568,SHIBUSD
2020-09-20,0.0,0.0,0.0,0.0,2796,SHIBUSD
2020-09-21,0.0,0.0,0.0,0.0,1881,SHIBUSD
2020-09-22,0.0,0.0,0.0,0.0,468,SHIBUSD
2020-09-23,0.0,0.0,0.0,0.0,505,SHIBUSD
2020-09-24,0.0,0.0,0.0,0.0,172,SHIBUSD
2020-09-25,0.0,0.0,0.0,0.0,206,SHIBUSD
2020-09-26,0.0,0.0,0.0,0.0,249,SHIBUSD
2020-09-27,0.0,0.0,0.0,0.0,2378,SHIBUSD
2020-09-28,0.0,0.0,0.0,0.0,640,SHIBUSD
2020-09-29,0.0,0.0,0.0,0.0,250,SHIBUSD
2020-09-30,0.0,0.0,0.0,0.0,512,SHIBUSD
2020-10-01,0.0,0.0,0.0,0.0,305,SHIBUSD
2020-10-02,0.0,0.0,0.0,0.0,8948,SHIBUSD
2020-10-03,0.0,0.0,0.0,0.0,9065,SHIBUSD
2020-10-04,0.0,0.0,0.0,0.0,9203,SHIBUSD
2020-10-05,0.0,0.0,0.0,0.0,2628,SHIBUSD
2020-10-06,0.0,0.0,0.0,0.0,3932,SHIBUSD
2020-10-07,0.0,0.0,0.0,0.0,5086,SHIBUSD
2020-10-08,0.0,0.0,0.0,0.0,748,SHIBUSD
2020-10-09,0.0,0.0,0.0,0.0,1197,SHIBUSD
2020-10-10,0.0,0.0,0.0,0.0,304,SHIBUSD
2020-10-11,0.0,0.0,0.0,0.0,10,SHIBUSD
2020-10-12,0.0,0.0,0.0,0.0,109,SHIBUSD
2020-10-13,0.0,0.0,0.0,0.0,1214,SHIBUSD
2020-10-14,0.0,0.0,0.0,0.0,53,SHIBUSD
2020-10-15,0.0,0.0,0.0,0.0,25,SHIBUSD
2020-10-16,0.0,0.0,0.0,0.0,179,SHIBUSD
2020-10-17,0.0,0.0,0.0,0.0,45,SHIBUSD
2020-10-18,0.0,0.0,0.0,0.0,4,SHIBUSD
2020-10-19,0.0,0.0,0.0,0.0,58,SHIBUSD
2020-10-20,0.0,0.0,0.0,0.0,514,SHIBUSD
2020-10-21,0.0,0.0,0.0,0.0,534,SHIBUSD
2020-10-22,0.0,0.0,0.0,0.0,28,SHIBUSD
2020-10-28,0.0,0.0,0.0,0.0,460,SHIBUSD
2020-10-29,0.0,0.0,0.0,0.0,13,SHIBUSD
2020-10-30,0.0,0.0,0.0,0.0,84,SHIBUSD
2020-10-31,0.0,0.0,0.0,0.0,171,SHIBUSD
2020-11-01,0.0,0.0,0.0,0.0,1,SHIBUSD
2020-11-02,0.0,0.0,0.0,0.0,662,SHIBUSD
2020-11-03,0.0,0.0,0.0,0.0,429,SHIBUSD
2020-11-04,0.0,0.0,0.0,0.0,36,SHIBUSD
2020-11-05,0.0,0.0,0.0,0.0,199,SHIBUSD
2020-11-06,0.0,0.0,0.0,0.0,11,SHIBUSD
2020-11-09,0.0,0.0,0.0,0.0,62,SHIBUSD
2020-11-12,0.0,0.0,0.0,0.0,1374,SHIBUSD
2020-11-13,0.0,0.0,0.0,0.0,713,SHIBUSD
2020-11-14,0.0,0.0,0.0,0.0,136,SHIBUSD
2020-11-15,0.0,0.0,0.0,0.0,10,SHIBUSD
2020-11-16,0.0,0.0,0.0,0.0,36,SHIBUSD
