Date,Open,High,Low,Close,Volume,Symbol
2003-12-01,9.334699630737305,9.348999977111816,9.270999908447266,9.28600025177002,0,EURHKD
2003-12-02,9.289199829101562,9.396699905395508,9.269200325012207,9.380000114440918,0,EURHKD
2003-12-03,9.381199836730957,9.416500091552734,9.369199752807617,9.406100273132324,0,EURHKD
2003-12-04,9.40530014038086,9.434700012207031,9.34280014038086,9.375800132751465,0,EURHKD
2003-12-05,9.378899574279785,9.456000328063965,9.36359977722168,9.454400062561035,0,EURHKD
2003-12-08,9.446100234985352,9.501700401306152,9.431300163269043,9.488100051879883,0,EURHKD
2003-12-09,9.48550033569336,9.528599739074707,9.464099884033203,9.507100105285645,0,EURHKD
2003-12-10,9.506400108337402,9.5201997756958,9.43690013885498,9.459500312805176,0,EURHKD
2003-12-11,9.461799621582031,9.49899959564209,9.413000106811523,9.486300468444824,0,EURHKD
2003-12-12,9.487899780273438,9.5516996383667,9.478699684143066,9.526800155639648,0,EURHKD
2003-12-15,9.453900337219238,9.5649995803833,9.449299812316895,9.554100036621094,0,EURHKD
2003-12-16,9.55459976196289,9.590499877929688,9.548700332641602,9.566300392150879,0,EURHKD
2003-12-17,9.560500144958496,9.639300346374512,9.54580020904541,9.622599601745605,0,EURHKD
2003-12-18,9.62339973449707,9.65839958190918,9.595000267028809,9.644100189208984,0,EURHKD
2003-12-19,9.642600059509277,9.655200004577637,9.587400436401367,9.612199783325195,0,EURHKD
2003-12-22,9.592900276184082,9.66819953918457,9.588199615478516,9.622099876403809,0,EURHKD
2003-12-23,9.624099731445312,9.835000038146973,9.611900329589844,9.62399959564209,0,EURHKD
2003-12-24,9.62559986114502,9.683300018310547,9.622699737548828,9.666600227355957,0,EURHKD
2003-12-25,9.66819953918457,9.68120002746582,9.658100128173828,9.662799835205078,0,EURHKD
2003-12-26,9.66349983215332,9.681400299072266,9.641500473022461,9.647700309753418,0,EURHKD
2003-12-29,9.65060043334961,9.709099769592285,9.646699905395508,9.688599586486816,0,EURHKD
2003-12-30,9.689399719238281,9.750399589538574,9.685999870300293,9.739800453186035,0,EURHKD
2003-12-31,9.739999771118164,9.813599586486816,9.714599609375,9.77079963684082,0,EURHKD
2004-01-01,9.784500122070312,9.784500122070312,9.727800369262695,9.762200355529785,0,EURHKD
2004-01-02,9.76259994506836,9.802599906921387,9.722800254821777,9.771200180053711,0,EURHKD
2004-01-05,9.810600280761719,9.854000091552734,9.805299758911133,9.84469985961914,0,EURHKD
2004-01-06,9.845399856567383,9.940699577331543,9.832900047302246,9.871100425720215,0,EURHKD
2004-01-07,9.871100425720215,9.89050006866455,9.796699523925781,9.808699607849121,0,EURHKD
2004-01-08,9.811400413513184,9.924699783325195,9.750399589538574,9.914600372314453,0,EURHKD
2004-01-09,9.912599563598633,9.988200187683105,9.863699913024902,9.956000328063965,0,EURHKD
2004-01-12,9.973199844360352,10.010100364685059,9.884499549865723,9.888400077819824,0,EURHKD
2004-01-13,9.888699531555176,9.930700302124023,9.869199752807617,9.92710018157959,0,EURHKD
2004-01-14,9.92549991607666,9.92549991607666,9.6274995803833,9.82289981842041,0,EURHKD
2004-01-15,9.82289981842041,9.833700180053711,9.753600120544434,9.777899742126465,0,EURHKD
2004-01-16,9.77869987487793,9.787400245666504,9.595000267028809,9.625699996948242,0,EURHKD
2004-01-19,9.612600326538086,9.64490032196045,9.574700355529785,9.590299606323242,0,EURHKD
2004-01-20,9.591099739074707,9.785699844360352,9.584400177001953,9.774900436401367,0,EURHKD
2004-01-21,9.774900436401367,9.84280014038086,9.758199691772461,9.826199531555176,0,EURHKD
2004-01-22,9.82699966430664,9.89780044555664,9.812700271606445,9.880000114440918,0,EURHKD
2004-01-23,9.879199981689453,9.918800354003906,9.758600234985352,9.790399551391602,0,EURHKD
2004-01-26,9.766799926757812,9.790599822998047,9.673800468444824,9.698200225830078,0,EURHKD
2004-01-27,9.689900398254395,9.829000473022461,9.660599708557129,9.808699607849121,0,EURHKD
2004-01-28,9.808699607849121,9.820699691772461,9.645099639892578,9.65999984741211,0,EURHKD
2004-01-29,9.65999984741211,9.73330020904541,9.610199928283691,9.644499778747559,0,EURHKD
2004-01-30,9.644499778747559,9.711000442504883,9.600799560546875,9.683500289916992,0,EURHKD
2004-02-02,9.69950008392334,9.705599784851074,9.636500358581543,9.665800094604492,0,EURHKD
2004-02-03,9.745699882507324,9.767000198364258,9.72249984741211,9.750800132751465,0,EURHKD
2004-02-04,9.74940013885498,9.767000198364258,9.72249984741211,9.747200012207031,0,EURHKD
2004-02-05,9.745699882507324,9.821000099182129,9.73289966583252,9.766200065612793,0,EURHKD
2004-02-06,9.767800331115723,9.889100074768066,9.725899696350098,9.870699882507324,0,EURHKD
2004-02-09,9.835000038146973,9.909600257873535,9.830699920654297,9.857099533081055,0,EURHKD
2004-02-10,9.859100341796875,9.93340015411377,9.84000015258789,9.852499961853027,0,EURHKD
2004-02-11,9.851499557495117,9.978599548339844,9.830599784851074,9.962200164794922,0,EURHKD
2004-02-12,9.965800285339355,9.976699829101562,9.938400268554688,9.956000328063965,0,EURHKD
2004-02-13,9.954400062561035,10.01360034942627,9.8818998336792,9.893099784851074,0,EURHKD
2004-02-16,9.891599655151367,9.935700416564941,9.8818998336792,9.913599967956543,0,EURHKD
2004-02-17,9.913200378417969,10.002699851989746,9.911700248718262,9.990400314331055,0,EURHKD
2004-02-18,9.991299629211426,10.040300369262695,9.840100288391113,9.887299537658691,0,EURHKD
2004-02-19,9.888199806213379,9.918499946594238,9.833100318908691,9.91349983215332,0,EURHKD
2004-02-20,9.91469955444336,9.916099548339844,9.716899871826172,9.744999885559082,0,EURHKD
2004-02-23,9.721500396728516,9.79010009765625,9.68239974975586,9.773300170898438,0,EURHKD
2004-02-24,9.773799896240234,9.885199546813965,9.73900032043457,9.8572998046875,0,EURHKD
2004-02-25,9.858099937438965,9.881099700927734,9.708100318908691,9.726499557495117,0,EURHKD
2004-02-26,9.724200248718262,9.738200187683105,9.639900207519531,9.687100410461426,0,EURHKD
2004-02-27,9.684599876403809,9.732799530029297,9.62559986114502,9.724800109863281,0,EURHKD
2004-03-01,9.75469970703125,9.75730037689209,9.67080020904541,9.685400009155273,0,EURHKD
2004-03-02,9.6850004196167,9.6899995803833,9.496199607849121,9.49940013885498,0,EURHKD
2004-03-03,9.498600006103516,9.518400192260742,9.402799606323242,9.497099876403809,0,EURHKD
2004-03-04,9.496700286865234,9.534799575805664,9.458600044250488,9.509900093078613,0,EURHKD
2004-03-05,9.506500244140625,9.676600456237793,9.484199523925781,9.621600151062012,0,EURHKD
2004-03-08,9.628800392150879,9.677599906921387,9.609299659729004,9.677300453186035,0,EURHKD
2004-03-09,9.67389965057373,9.706100463867188,9.566699981689453,9.596099853515625,0,EURHKD
2004-03-10,9.67389965057373,9.706100463867188,9.50790023803711,9.527199745178223,0,EURHKD
2004-03-11,9.527199745178223,9.648099899291992,9.485199928283691,9.625200271606445,0,EURHKD
2004-03-12,9.624799728393555,9.63010025024414,9.487700462341309,9.520099639892578,0,EURHKD
2004-03-15,9.517999649047852,9.595800399780273,9.51360034942627,9.560099601745605,0,EURHKD
2004-03-16,9.559599876403809,9.640800476074219,9.537300109863281,9.54889965057373,0,EURHKD
2004-03-17,9.548199653625488,9.574000358581543,9.487899780273438,9.523799896240234,0,EURHKD
2004-03-18,9.521200180053711,9.677599906921387,9.521200180053711,9.650500297546387,0,EURHKD
2004-03-19,9.650500297546387,9.666199684143066,9.554400444030762,9.556400299072266,0,EURHKD
2004-03-22,9.564200401306152,9.659000396728516,9.523799896240234,9.620400428771973,0,EURHKD
2004-03-23,9.619400024414062,9.638799667358398,9.563199996948242,9.620699882507324,0,EURHKD
2004-03-24,9.612199783325195,9.639200210571289,9.439299583435059,9.458999633789062,0,EURHKD
2004-03-25,9.458200454711914,9.509200096130371,9.434900283813477,9.45740032196045,0,EURHKD
2004-03-26,9.458200454711914,9.517999649047852,9.420900344848633,9.452300071716309,0,EURHKD
2004-03-29,9.441699981689453,9.485300064086914,9.406399726867676,9.480400085449219,0,EURHKD
2004-03-30,9.484000205993652,9.531200408935547,9.473899841308594,9.494799613952637,0,EURHKD
2004-03-31,9.493200302124023,9.600500106811523,9.48490047454834,9.589900016784668,0,EURHKD
2004-04-01,9.587499618530273,9.648099899291992,9.547800064086914,9.624899864196777,0,EURHKD
2004-04-02,9.626399993896484,9.630000114440918,9.42300033569336,9.439200401306152,0,EURHKD
2004-04-05,9.432900428771973,9.44320011138916,9.335800170898438,9.354599952697754,0,EURHKD
2004-04-06,9.352299690246582,9.465399742126465,9.339500427246094,9.454500198364258,0,EURHKD
2004-04-07,9.454500198364258,9.506500244140625,9.392900466918945,9.480600357055664,0,EURHKD
